freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	143418 u	192294 u	: u
A,EU27_2020_FOR,PER_VFR,N1-3,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	14904 	29083 	42706 	49408 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	236962 	284451 	305874 	356662 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	40779 u	56240 u
A,EU27_2020_FOR,PER_VFR,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N1-3,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	145158 	363896 	589687 	689357 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	153505 u	351631 	198979 u
A,EU27_2020_FOR,PER_VFR,N1-3,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	335670 	388870 	639872 	511446 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	31449 u	44766 	70894 	115809 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	32992 u	79060 u
A,EU27_2020_FOR,PER_VFR,N1-3,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	297634 u	346439 u	1004980 	: 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	143444 	158464 	334646 
A,EU27_2020_FOR,PER_VFR,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	159741 u	157181 	291764 	356608 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	58695 u	51987 u	109594 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	120351 	126386 	155653 	177281 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	138722 u	215876 u	228325 u	: 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	18798 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1082143 	1340079 	1617721 	1621034 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	13180 u	: u	15764 u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	92071 u	170828 	187111 	174453 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1364895 	1681597 	2335905 	2417526 e
A,EU27_2020_FOR,PER_VFR,N15-28,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	100329 u	127250 u	129407 u	165674 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	12876 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	15485 u	4644 u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	3688 	4053 	19151 	14580 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	52043 	50261 	67403 	69293 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	100497 	73378 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	108828 	104777 	274871 	373458 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	18947 u	13568 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	29822 u	35608 u	34983 u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	168394 u	: u	: 
A,EU27_2020_FOR,PER_VFR,N15-28,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N15-28,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	19618 	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	53812 u	72627 u	45281 u	52855 u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	651724 	460988 	432152 	504376 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	8830 u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	96276 u	82349 u	77288 u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	918254 	715762 	854974 	885997 e
A,EU27_2020_FOR,PER_VFR,N29-91,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	4132 u	4685 u	14941 u	10947 u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2992 u	2014 u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	15094 u	21795 	20703 	14477 u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	66988 u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	232091 	132537 	278148 	248481 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,EU27_2020_FOR,PER_VFR,N29-91,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N29-91,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	23180 	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	279287 	506179 	769372 	809453 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	177262 	315394 	497968 	476082 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	51820 u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	389086 	443194 	528775 	: 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	74545 u	69972 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	122481 u	118583 u	319757 	256513 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1613408 	2476915 	2213317 	3983705 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	230869 u	131807 u	256780 u	219779 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	3479608 	5447758 	7146453 	9486802 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	18565 u	25912 u	35750 u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	20725 u	29908 	36553 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	216182 	368279 	509056 	608403 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	4843514 	7210625 	10722636 	13224187 e
A,EU27_2020_FOR,PER_VFR,N4-7,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	81767 u	117811 u	289282 	260421 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	364800 	501313 	610310 	815265 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	33610 u	34994 u	91979 	108879 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	182666 	219522 	454535 	335572 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	45129 	107342 u	244562 	354068 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	363275 u	659102 	523098 u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	26927 	28773 	113577 	101723 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	124871 	157856 	231229 	229449 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	57678 u	48624 u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	11243 u	: u	9878 u
A,EU27_2020_FOR,PER_VFR,N4-7,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	127801 	123614 	359526 	560576 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	151890 u	320373 	346440 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	568397 	769782 	814748 	1013935 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	39882 	60260 	89177 	104784 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	64258 u	110242 	150134 	207165 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	188515 u	406152 	1557514 	: 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	78228 	79516 	109310 
A,EU27_2020_FOR,PER_VFR,N4-7,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	109482 u	128493 u	194960 	240810 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	13454 u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	123457 	252571 	356102 	369050 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	161528 	194578 	313360 	296144 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	27675 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	316495 u	454648 	677954 	: 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	51773 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	162954 u	123182 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1434475 u	1010725 u	1184870 u	1391672 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	127308 u	: u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2517532 	2704361 	3774677 	4224466 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	22342 u	13142 u	40066 	34166 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	202213 	233214 	385214 	394530 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3264830 	3485731 	5545830 	5984019 e
A,EU27_2020_FOR,PER_VFR,N8-14,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	113565 u	84172 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	228820 u	218859 u	326521 	388080 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	23697 u	21583 u	29599 u	41105 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	81659 	102560 	271581 	248504 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	23255 u	: u	149774 u	161744 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	331002 u	323530 u	381317 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	14044 	26050 	50031 	62726 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	71121 	102928 	117757 	119067 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	14636 u	: 	: 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	40499 u	63948 u	199835 	246773 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	145574 u	85975 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	304644 	307775 	414422 	470171 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	26119 u	33101 u	46861 	43662 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	14983 u	49538 	121296 	134723 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	239381 u	194730 u	651007 u	: 
A,EU27_2020_FOR,PER_VFR,N8-14,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	30130 u	32239 u
A,EU27_2020_FOR,PER_VFR,N8-14,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	58371 u	81718 u
A,EU27_2020_FOR,PER_VFR,N92-365,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,EU27_2020_FOR,PER_VFR,N92-365,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,EU27_2020_FOR,PER_VFR,N92-365,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PER_VFR,N92-365,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,EU27_2020_FOR,PER_VFR,N92-365,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	18653 u	30284 	16499 u	93302 e
A,EU27_2020_FOR,PER_VFR,N92-365,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N92-365,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	6376 u	26680 u	: u	: u
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	82988 	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	959974 	1484838 	2412403 	2573948 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	814439 	1164194 	1498254 	1704189 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	33383 u	: u	65277 u	128221 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	1452195 	1622111 	2336567 	: 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	47502 u	55157 u	183310 	174403 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	344396 	349858 	952635 	684571 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5496505 	6912312 	6108766 	9641626 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	434800 	344262 	671547 	566823 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	11774633 	16141183 	20497431 	25816199 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	44919 	42917 u	102074 	123194 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	55397 	57957 	116141 	92702 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	747997 	1176926 	1668434 	1655599 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	15914796 	20809211 	30004295 	35283412 e
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	206876 	315964 	602267 	635047 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1233812 	1484465 	2196417 	2800026 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	128053 	117492 	194016 	304039 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	805052 	830822 	1411719 	1148322 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	117929 	203398 	571259 	733240 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	484881 u	1006791 	1361275 	1095145 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	62554 	89972 	226048 	232917 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	500648 	617291 	743155 	788949 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	41395 u	39920 u	111271 	138653 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	12420 u	22101 u	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	11265 u	19857 	18233 	20514 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	355186 	589480 	1316533 	1621083 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	428979 	849929 	666487 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1556006 	1730421 	2434194 	2630945 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	115015 	162132 	232289 	283450 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	112827 	205504 	340751 	455931 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	853698 	1193250 	3630741 	: 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	58149 u	250017 	278832 	491845 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	292138 	350103 	556455 	705628 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	59956 	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	431300 	835740 	1193604 	1310384 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	516855 	708984 	1013513 	1003537 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	28170 u	: u	58225 u	93986 
