freq,purpose,c_dest,duration,age,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,DOM,N1-3,Y45-54,NR,PL	6273860 	7288067 	5560155 b	5440156 	6731087 	7365849 	8186641 	9398626 	8631518 	9281816 	11302275 	13486085 
A,PER,DOM,N1-3,Y45-54,NR,PT	2168635 	2203810 	2101097 	2301743 	2543877 	2996433 	3360007 	3690166 	2592064 	2944912 	3829033 	3930571 
A,PER,DOM,N1-3,Y45-54,NR,RO	2599602 	2765745 	2961993 	3050364 	3233390 	3458178 	3736733 	3848153 	2642157 	3901608 	4427292 	4125735 
A,PER,DOM,N1-3,Y45-54,NR,RS	: 	: 	: 	: 	: 	: 	211943 u	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y45-54,NR,SE	: 	: 	5073002 	5178588 	6550560 	7756186 	6736109 	6799744 	10663428 	10733177 	11205267 	: 
A,PER,DOM,N1-3,Y45-54,NR,SI	506018 	443813 	465984 	443636 	389362 	572620 	571191 	416455 	256833 	834384 	799581 	873314 
A,PER,DOM,N1-3,Y45-54,NR,SK	585588 	601385 b	861682 	1043274 	1233896 	1346651 	1414038 	1935756 	1218937 	1225469 	1949423 	2169129 
A,PER,DOM,N1-3,Y45-54,NR,UK	24871767 	22237570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y45-64,NR,AL	: 	: 	: 	: 	: 	1235810 	: 	1427307 	794642 	: 	: 	: 
A,PER,DOM,N1-3,Y45-64,NR,AT	4259181 	4795161 	5236258 	5025165 	5258894 	5001971 	5687739 	5562230 	4368348 	4477847 	6656732 	6025879 
A,PER,DOM,N1-3,Y45-64,NR,BE	1147159 	1200765 	1148181 	1598669 	1404953 	1462708 b	1653283 	1786011 	1421885 	2498200 	2209841 	2315319 
A,PER,DOM,N1-3,Y45-64,NR,BG	963022 b	949332 	1087960 	886493 	1112618 	1788943 	1798957 	1541587 	875063 	1244193 	1383605 	1620237 
A,PER,DOM,N1-3,Y45-64,NR,CH	2156605 	3010465 	2089039 	2227500 	2431439 	2880715 	2493160 	2051403 	2044230 	2503650 	2160334 	: 
A,PER,DOM,N1-3,Y45-64,NR,CY	417960 b	510770 	410310 	527762 	566497 	597191 	661665 	651985 	798096 	897462 	816119 	602376 
A,PER,DOM,N1-3,Y45-64,NR,CZ	12334852 	10687213 	13033469 	10445345 	10357533 	13035215 	11997484 	12061867 	8939844 	9720886 	12261924 	8567170 
A,PER,DOM,N1-3,Y45-64,NR,DE	55713421 	58073505 	56344487 	56708578 	51642099 	48968677 	56401952 	55578083 	33151353 	40494162 	42727126 	48205905 
A,PER,DOM,N1-3,Y45-64,NR,DK	7796826 	9268446 b	9208752 	9246837 	7569768 	6673079 	4264160 	7432418 	6614819 	5483243 	4702765 	4488287 
A,PER,DOM,N1-3,Y45-64,NR,EA20	237986944 	235468723 	233053458 	224975217 	230892195 	233184493 	247252077 	247389704 	169801055 	222383123 	255030873 	248467069 
A,PER,DOM,N1-3,Y45-64,NR,EE	611861 	556620 	779809 	917663 	1002786 	1005186 	1628006 	1156037 	748855 	829996 	992861 	1202306 
A,PER,DOM,N1-3,Y45-64,NR,EL	1965872 	1170767 	1337979 	1179780 	1206350 	1304990 	1292161 	1053630 	985613 	1093301 	1406901 	1465080 
A,PER,DOM,N1-3,Y45-64,NR,ES	64968492 	64103778 	62431722 	56202514 b	60634231 	64256649 	65794709 	65571584 	32846149 	48755667 	64604375 	70383234 
A,PER,DOM,N1-3,Y45-64,NR,EU27_2020	292083436 e	291378100 e	289390358 	278980374 	287327632 	298294047 	308996140 	315287377 	234130415 	293115337 	336412769 	329630060 e
A,PER,DOM,N1-3,Y45-64,NR,FI	12561492 b	12094603 	11217932 	11445899 	11264538 	11828394 	11371807 	11390338 	8607126 	11147711 	10013657 	9370066 
A,PER,DOM,N1-3,Y45-64,NR,FR	56662397 	56931607 	57530489 	55445722 	57016343 	58119117 	58712855 	59627326 	56996341 	76468195 	81115294 	63928336 
A,PER,DOM,N1-3,Y45-64,NR,HR	1656764 	1950174 	1867221 	1109150 	948550 	782404 	841908 	1205319 	778450 	1042278 	894737 	1213751 
A,PER,DOM,N1-3,Y45-64,NR,HU	6035829 	4866397 	5876636 	5816327 	5472444 	5603883 	5198957 	5846492 	3694388 	4217957 	6122750 	5502319 
A,PER,DOM,N1-3,Y45-64,NR,IE	3061450 	2748509 	3025071 	3258695 	3161278 	3488013 	3804396 	3974897 	2685137 	1857554 	4771995 	4773279 
A,PER,DOM,N1-3,Y45-64,NR,IT	14862134 	12972919 	12189124 b	12075815 	16630190 	14839550 	17188640 	16876293 	9690974 	9822389 	15801390 	14067379 
A,PER,DOM,N1-3,Y45-64,NR,LT	881621 	823122 	974185 	975368 	886712 	909480 	972872 	970749 	860392 	1227411 	1494453 	1624620 
A,PER,DOM,N1-3,Y45-64,NR,LU	8434 u	9114 u	9384 u	10656 u	: u	: u	13497 u	: u	41642 	48530 	49663 	53192 
A,PER,DOM,N1-3,Y45-64,NR,LV	1319197 	1153110 	1255788 	1050935 	1151212 	1034133 	1015661 	870014 	520499 	1082333 	1068227 	1296625 
A,PER,DOM,N1-3,Y45-64,NR,ME	: 	: 	: 	: 	372238 	360931 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y45-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	56528 	92275 	76669 	: 	: 
A,PER,DOM,N1-3,Y45-64,NR,MT	107369 	97608 	78563 b	91989 	89309 	124521 	115427 	89715 	150016 	148081 	151551 	202214 
A,PER,DOM,N1-3,Y45-64,NR,NL	10807415 b	9150853 	9861574 	9011818 	9281782 	9154904 	8875759 	8827191 	7095400 	10873196 	7757820 	7742237 
A,PER,DOM,N1-3,Y45-64,NR,NO	: 	4767140 	6333493 	5940466 	6047424 	6720978 	9768517 	: 	: 	12262758 	11783560 	10014529 
A,PER,DOM,N1-3,Y45-64,NR,PL	12744641 	15679245 	12416862 b	12564371 	15552084 	16284030 	16859194 	18692091 	14386247 	17305676 	19614735 	22417729 
A,PER,DOM,N1-3,Y45-64,NR,PT	4928045 	4810306 	4728409 	4988380 	5402669 	6353948 	6431695 	7291809 	4979182 	5635158 	7321543 	8028224 
A,PER,DOM,N1-3,Y45-64,NR,RO	5274816 	5441923 	5840047 	5885231 	6159738 	6624832 	6668935 	6974650 	4282685 	6559770 	7240106 	7158358 
A,PER,DOM,N1-3,Y45-64,NR,RS	: 	: 	: 	: 	: 	: 	319556 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y45-64,NR,SE	: 	: 	8873174 	9160554 	10211251 	15099573 	14956377 	15348566 	25536313 	26200490 	30056011 	: 
A,PER,DOM,N1-3,Y45-64,NR,SI	953489 	911629 	783960 	798831 	796344 	922626 	1168776 	797711 	541966 	1527492 	1281391 	1624251 
A,PER,DOM,N1-3,Y45-64,NR,SK	1093190 	1403803 b	1843012 	2551829 	2541145 	3025277 	3619269 	4102443 	2533631 	2456160 	3895199 	4342797 
A,PER,DOM,N1-3,Y45-64,NR,UK	45783827 	42951866 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y55-64,NR,AL	: 	: 	: 	: 	: 	606593 	: 	718790 	409738 	: 	: 	: 
A,PER,DOM,N1-3,Y55-64,NR,AT	1686976 	2039590 	2265871 	2229580 	2409126 	2086507 	2573587 	2462737 	2065636 	2111532 	3031485 	2995254 
A,PER,DOM,N1-3,Y55-64,NR,BE	539823 	567401 	474415 	871652 	864310 	743196 b	766741 	939665 	710395 	1162212 	1130991 	1040812 
A,PER,DOM,N1-3,Y55-64,NR,BG	406858 b	394546 	501242 	379340 	498527 	765398 	802844 	608422 	345203 	452559 	574639 	635268 
A,PER,DOM,N1-3,Y55-64,NR,CH	647085 	1328262 	910971 	1214517 	1127659 	1355537 	1186258 	1033487 	736682 	1302316 	1388641 	: 
A,PER,DOM,N1-3,Y55-64,NR,CY	200201 b	299037 	220972 	305220 	342352 	327688 	379144 	353765 	419813 	433169 	443420 	324571 
A,PER,DOM,N1-3,Y55-64,NR,CZ	7234258 	5738311 	6879086 	5886582 	5234666 	6458550 	5516348 	5626668 	4315537 	4182215 	5843925 	3696979 
A,PER,DOM,N1-3,Y55-64,NR,DE	24108865 	25698015 	24754915 	27847880 	25254658 	24025547 	27502144 	28521786 	15286933 	21041476 	23997399 	26924273 
A,PER,DOM,N1-3,Y55-64,NR,DK	3926280 	5236664 b	4678336 	4567640 	3867496 	3312437 	2091144 	3606028 	3016356 	2451772 	2698770 	2382560 
A,PER,DOM,N1-3,Y55-64,NR,EA20	114415433 	113336664 	114571365 	111689584 	114296297 	115164402 	122266674 	125787215 	82510897 	111532502 	129935519 	126925379 
A,PER,DOM,N1-3,Y55-64,NR,EE	361825 	218270 	359999 	371183 	418927 	430499 	685379 	485513 	282702 	246006 	435042 	534315 
A,PER,DOM,N1-3,Y55-64,NR,EL	775145 	546200 	556787 	521018 	485796 	531329 	484371 	476680 	456881 	408276 	624225 	665515 
A,PER,DOM,N1-3,Y55-64,NR,ES	29175609 	28458507 	30150017 	23515843 b	27422672 	29959548 	30595907 	30631384 	14840168 	22012539 	32062768 	35647395 
A,PER,DOM,N1-3,Y55-64,NR,EU27_2020	142376876 e	142226961 e	143499448 	139613328 	142030454 	147755539 	153087198 	159362744 	114026111 	146518123 	171530537 	167900873 e
A,PER,DOM,N1-3,Y55-64,NR,FI	6211892 b	5720344 	5666354 	5850753 	5505437 	5718156 	5891834 	6007890 	4923063 	5860926 	4867502 	4724277 
A,PER,DOM,N1-3,Y55-64,NR,FR	33385751 	33353561 	33825880 	32844670 	33197913 	32042651 	32351374 	33622550 	29900471 	41849185 	43736460 	33661322 
A,PER,DOM,N1-3,Y55-64,NR,HR	703177 	707444 	801509 	565968 	418680 	341027 	396525 	421354 	365476 	429992 	411057 	564917 
A,PER,DOM,N1-3,Y55-64,NR,HU	3416474 	2591727 	3334487 	3149136 	2725430 	2626531 	2585165 	2765626 	1569976 	1749741 	2501665 	2597166 
A,PER,DOM,N1-3,Y55-64,NR,IE	1392719 	1236329 	1348367 	1470597 	1432237 	1606855 	1825071 	1904650 	1097177 	897185 	1965055 	2221989 
A,PER,DOM,N1-3,Y55-64,NR,IT	5812469 	5126744 	4560220 b	5265302 	6379942 	6597108 	7812366 	8223278 	3926425 	4736674 	6864195 	5912339 
A,PER,DOM,N1-3,Y55-64,NR,LT	366246 	347542 	439652 	439902 	395364 	398918 	414185 	482568 	407064 	594392 	745617 	835653 
A,PER,DOM,N1-3,Y55-64,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	24546 	19822 	23420 u	21397 u
A,PER,DOM,N1-3,Y55-64,NR,LV	608760 	520099 	565079 	517196 	520606 	500310 	502906 	412287 	251943 	429912 	448827 	705244 
A,PER,DOM,N1-3,Y55-64,NR,ME	: 	: 	: 	: 	156053 	162256 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y55-64,NR,MK	: 	: 	: 	: 	: 	: 	: 	24308 u	34583 	52542 	: 	: 
A,PER,DOM,N1-3,Y55-64,NR,MT	47733 u	50791 u	30383 bu	36221 u	29280 	54206 	58765 	25057 u	54625 	52490 	53473 	86110 
A,PER,DOM,N1-3,Y55-64,NR,NL	5321634 b	4566167 	4622758 	4484448 	4641492 	4411433 	4145474 	4664011 	3510634 	4632669 	3174486 	3037737 
A,PER,DOM,N1-3,Y55-64,NR,NO	: 	2488747 	3401730 	3047255 	2848517 	3401526 	4375212 	: 	: 	6951214 	5683404 	5744191 
A,PER,DOM,N1-3,Y55-64,NR,PL	6470781 	8391179 	6856706 b	7124215 	8820998 	8918181 	8672552 	9293465 	5754729 	8023860 	8312461 	8931644 
A,PER,DOM,N1-3,Y55-64,NR,PT	2759411 	2606496 	2627312 	2686636 	2858792 	3357516 	3071688 	3601643 	2387118 	2690245 	3492510 	4097653 
A,PER,DOM,N1-3,Y55-64,NR,RO	2675214 	2676178 	2878054 	2834867 	2926348 	3166653 	2932203 	3126497 	1640529 	2658162 	2812814 	3032624 
A,PER,DOM,N1-3,Y55-64,NR,RS	: 	: 	: 	: 	: 	: 	107614 u	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y55-64,NR,SE	: 	: 	3800171 	3981965 	3660691 	7343387 	8220268 	8548823 	14872885 	15467313 	18850744 	: 
A,PER,DOM,N1-3,Y55-64,NR,SI	447471 	467816 	317975 	355195 	406982 	350006 	597585 	381256 	285133 	693109 	481811 	750937 
A,PER,DOM,N1-3,Y55-64,NR,SK	507602 	802418 b	981330 	1508555 	1307249 	1678627 	2205231 	2166687 	1314694 	1230691 	1945776 	2173668 
A,PER,DOM,N1-3,Y55-64,NR,UK	20912060 	20714296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE15,NR,AL	: 	: 	: 	: 	: 	3799000 	: 	4385616 	2710029 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE15,NR,AT	11614059 	12376376 	13302874 	12529539 	13701664 	13388734 	14018212 	15189831 	12233034 	12908098 	18033947 	17792079 
A,PER,DOM,N1-3,Y_GE15,NR,BE	2900170 	3148329 	2689760 	4122410 	3203589 	4180516 b	4525446 	5225267 	4223336 	7010143 	6147748 	6325636 
A,PER,DOM,N1-3,Y_GE15,NR,BG	3842109 b	3846551 	4071907 	3032569 	3364116 	5733767 	5021649 	4871905 	2608587 	3810895 	4156231 	4484780 
A,PER,DOM,N1-3,Y_GE15,NR,CH	6866989 	7743597 	6967693 	6853942 	6893722 	7052225 	6270958 	7083808 	7366468 	7991199 	7803821 	: 
A,PER,DOM,N1-3,Y_GE15,NR,CY	1823074 b	1537768 	1607076 	1857829 	1903611 	1949968 	2106611 	2224148 	2420453 	2833921 	2429087 	2245089 
A,PER,DOM,N1-3,Y_GE15,NR,CZ	36200298 	33439028 	37078080 	31471676 	34237876 	38692095 	35701446 	35583530 	24998821 	27986259 	33641220 	25663027 
A,PER,DOM,N1-3,Y_GE15,NR,DE	167615290 	175945063 	161836384 	178011814 	168656004 	158998081 	165653957 	169979739 	109041635 	135543458 	137011532 	160783148 
A,PER,DOM,N1-3,Y_GE15,NR,DK	26928655 	29541173 b	30055318 	30299877 	26815133 	22321093 	12278571 	22159308 	22556883 	16334782 	15648490 	14409147 
A,PER,DOM,N1-3,Y_GE15,NR,EA20	701109826 	690593742 	679674547 	673109663 	681437902 	699482641 	710528040 	711451550 	478580229 	626428710 	692840391 	718919056 
A,PER,DOM,N1-3,Y_GE15,NR,EE	2313852 	2341047 	3398506 	3530087 	4172243 	4139192 	5866192 	4348000 	2746533 	2891746 	3533699 	4087086 
A,PER,DOM,N1-3,Y_GE15,NR,EL	5495625 	2923276 	3581761 	3243607 	3060303 	3270170 	3502922 	2934694 	2629941 	2785092 	3712979 	3556493 
A,PER,DOM,N1-3,Y_GE15,NR,ES	166220655 	163427930 	160529081 	160771044 b	168452946 	177239149 	177822759 	173791988 	91101502 	133118125 	158056422 	163857088 
A,PER,DOM,N1-3,Y_GE15,NR,EU27_2020	886218485 e	876748126 e	863145017 	856347601 	868770449 	898035654 	898509376 	912738466 	658059260 	822888840 	913867928 	939843097 e
A,PER,DOM,N1-3,Y_GE15,NR,FI	39189392 b	39005051 	36961575 	38055783 	37846876 	39209211 	37093526 	37622277 	28160267 	36923768 	32860465 	28657705 
A,PER,DOM,N1-3,Y_GE15,NR,FR	184861260 	181954190 	184491323 	163206588 	160888964 	179119303 	172165371 	175093744 	142393266 	188553241 	209801580 	211075399 
A,PER,DOM,N1-3,Y_GE15,NR,HR	5817978 	5731124 	5327797 	3644526 	2600601 	2481744 	2806091 	3310786 	2502134 	3027669 	2869310 	3456316 
A,PER,DOM,N1-3,Y_GE15,NR,HU	20305731 	16457775 	17894808 	18573170 	17999573 	18161591 	17566975 	17661110 	10790049 	12198417 	15938878 	15578822 
A,PER,DOM,N1-3,Y_GE15,NR,IE	8905635 	8751585 	9487565 	9516756 	9993138 	10362955 	11927113 	12357077 	8082662 	5956488 	14289512 	13483543 
A,PER,DOM,N1-3,Y_GE15,NR,IT	42155530 	33327995 	36329218 b	34577378 	44060794 	41064916 	47599534 	41217546 	24683257 	24387016 	35750878 	31510518 
A,PER,DOM,N1-3,Y_GE15,NR,LT	3283417 	3121013 	3396253 	3402998 	3161710 	3227905 	3363645 	3495470 	3020990 	4028283 	4730132 	5193499 
A,PER,DOM,N1-3,Y_GE15,NR,LU	54737 	66854 	34234 	22350 u	20197 u	38628 	43118 	37315 	171112 	168028 	168710 	217138 
A,PER,DOM,N1-3,Y_GE15,NR,LV	4741715 	4229386 	4115911 	3868018 	4111422 	3893632 	3581529 	3339222 	1593357 	3327750 	3841544 	3956023 
A,PER,DOM,N1-3,Y_GE15,NR,ME	: 	: 	: 	: 	1089867 	1178233 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE15,NR,MK	: 	: 	: 	: 	: 	: 	: 	172619 	304450 	249107 	: 	: 
A,PER,DOM,N1-3,Y_GE15,NR,MT	330686 	321574 	339022 b	360284 	507970 	415493 	404375 	381077 	598486 	616320 	598237 	694005 
A,PER,DOM,N1-3,Y_GE15,NR,NL	33326859 b	29652370 	29020721 	27375257 	27726435 	27596634 	26544692 	26902639 	22453765 	35954806 	25347264 	26247913 
A,PER,DOM,N1-3,Y_GE15,NR,NO	: 	13484748 	16927114 	15688166 	15870591 	16578183 	24229635 	: 	: 	26735358 	26576556 	25834678 
A,PER,DOM,N1-3,Y_GE15,NR,PL	47242930 	50630835 	41937463 b	44086369 	48637419 	52558113 	55822067 	58370311 	43014993 	52036260 	59762123 	62210685 
A,PER,DOM,N1-3,Y_GE15,NR,PT	13546352 	14346515 	14733797 	15781021 	16241852 	17334510 	18361301 	20473419 	12475913 	15179338 	19542476 	20264808 
A,PER,DOM,N1-3,Y_GE15,NR,RO	19599109 	21005630 	21697083 	20696355 	21929908 	22573414 	23053160 	23394308 	14956498 	22554387 	23444163 	27060690 
A,PER,DOM,N1-3,Y_GE15,NR,RS	: 	: 	: 	: 	: 	: 	1036691 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE15,NR,SE	: 	: 	30735810 	35077922 	34348522 	38512940 	38537468 	39246444 	60553200 	61539130 	68436433 	: 
A,PER,DOM,N1-3,Y_GE15,NR,SI	2994580 	2861056 	2693222 	2189284 	2436374 	2534409 	3062823 	2296720 	1686870 	4602513 	3863576 	4950067 
A,PER,DOM,N1-3,Y_GE15,NR,SK	3918960 	5525240 b	5798469 	7043087 	8691208 	9037490 	10078824 	11230593 	6361716 	6612906 	10251291 	10565502 
A,PER,DOM,N1-3,Y_GE15,NR,UK	120588222 	118641820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE65,NR,AL	: 	: 	: 	: 	: 	362121 	: 	616423 	330857 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE65,NR,AT	1479060 	1281562 	1476215 	1634908 	1720446 	1977176 	1629322 	2327487 	1222168 	1528658 	1908487 	2835885 
A,PER,DOM,N1-3,Y_GE65,NR,BE	346908 	370014 	331232 	601680 	325966 	546476 b	453465 	643610 	613787 	857028 	884514 	978276 
A,PER,DOM,N1-3,Y_GE65,NR,BG	260318 b	309660 	274957 	261752 	295519 	461629 	474814 	316543 	126041 	262089 	367045 	469443 
A,PER,DOM,N1-3,Y_GE65,NR,CH	1021924 	1325214 	1365869 	1141850 	1160214 	1413941 	1398811 	928532 	1202083 	1017333 	1195999 	: 
A,PER,DOM,N1-3,Y_GE65,NR,CY	254113 b	284567 	241345 	456716 	534192 	561874 	651560 	728573 	671285 	778148 	788165 	633519 
A,PER,DOM,N1-3,Y_GE65,NR,CZ	4795643 	4264683 	5383692 	4179134 	5204788 	5280577 	4948116 	5353901 	4442360 	4301230 	4916237 	3887498 
A,PER,DOM,N1-3,Y_GE65,NR,DE	26196787 	25607945 	24194756 	27038934 	26800675 	28404556 	25832032 	27828036 	14361714 	20698342 	21052350 	24427631 
A,PER,DOM,N1-3,Y_GE65,NR,DK	3474335 	5370400 b	4620050 	6507243 	4241685 	3981310 	2181693 	3556054 	3298322 	2617505 	2933674 	2938686 
A,PER,DOM,N1-3,Y_GE65,NR,EA20	95032282 	94522886 	103257761 	100597378 	102852916 	106115882 	109265129 	119823758 	67549081 	107724670 	129094408 	116946377 
A,PER,DOM,N1-3,Y_GE65,NR,EE	113652 	168857 	308132 	285958 	300802 	359556 	505780 	445237 	230737 	143754 	302528 	451595 
A,PER,DOM,N1-3,Y_GE65,NR,EL	663939 	369355 	383157 	415855 	338609 	390965 	357474 	363061 	286891 	316506 	417290 	399501 
A,PER,DOM,N1-3,Y_GE65,NR,ES	20689496 	20885288 	23864941 	17798294 b	17348580 	20402244 	21304338 	23859853 	10193508 	15886851 	21038117 	20112406 
A,PER,DOM,N1-3,Y_GE65,NR,EU27_2020	119866805 e	123588740 e	130566851 	129855900 	133569372 	138595355 	139095184 	153492575 	95234585 	141754532 	169661296 	157962486 e
A,PER,DOM,N1-3,Y_GE65,NR,FI	4356732 b	4507330 	4630197 	5184667 	5426932 	5406447 	5476725 	5333949 	3922381 	5459967 	5027666 	5201114 
A,PER,DOM,N1-3,Y_GE65,NR,FR	27748203 	28032524 	30549297 	29016174 	29661418 	29953208 	32383823 	37303836 	24388259 	44973367 	56876494 	40379889 
A,PER,DOM,N1-3,Y_GE65,NR,HR	366129 	423100 	456047 	347631 	194089 	225347 	163821 	342154 	190510 	151848 	147486 	446201 
A,PER,DOM,N1-3,Y_GE65,NR,HU	2894131 	2621989 	2626514 	2590685 	3294719 	3291334 	3053159 	3061444 	1628458 	2002671 	2922927 	3108324 
A,PER,DOM,N1-3,Y_GE65,NR,IE	1139584 	1273082 	1320814 	1343851 	1491759 	1571315 	1822841 	2029813 	1068162 	985329 	2699183 	2687610 
A,PER,DOM,N1-3,Y_GE65,NR,IT	3449595 	2692642 	6244375 b	6276670 	8261472 	6482251 	7397960 	6246998 	2999260 	4000789 	5058636 	4510447 
A,PER,DOM,N1-3,Y_GE65,NR,LT	426754 	488812 	598760 	601881 	549179 	553141 	526549 	552617 	474421 	666812 	678497 	779914 
A,PER,DOM,N1-3,Y_GE65,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	24583 u	16282 u	12225 u	18325 u
A,PER,DOM,N1-3,Y_GE65,NR,LV	451594 	504428 	274169 	433499 	422839 	432479 	333175 	383544 	143825 u	345147 	512844 	480982 
A,PER,DOM,N1-3,Y_GE65,NR,ME	: 	: 	: 	: 	96649 	137074 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE65,NR,MK	: 	: 	: 	: 	: 	: 	: 	21975 u	: u	18322 u	: 	: 
A,PER,DOM,N1-3,Y_GE65,NR,MT	34649 u	39010 u	36959 b	54491 	48336 	45177 	47816 	44751 	39315 u	60345 	98649 	78825 
A,PER,DOM,N1-3,Y_GE65,NR,NL	4978149 b	4676422 	4752480 	4713917 	4844343 	4366087 	4662542 	4805934 	3384860 	6426709 	5674483 	5857032 
A,PER,DOM,N1-3,Y_GE65,NR,NO	: 	1973122 	2258157 	1943471 	2058015 	2130471 	3946030 	: 	: 	4716833 	4608467 	4974440 
A,PER,DOM,N1-3,Y_GE65,NR,PL	5311339 	8212666 	6201603 b	6408159 	8293062 	9021152 	9486639 	11255183 	5422685 	7774134 	9171966 	9379204 
A,PER,DOM,N1-3,Y_GE65,NR,PT	1759888 	2171145 	2534498 	3140015 	3067617 	2836822 	3617248 	4242639 	2231048 	3167807 	4064165 	4266335 
A,PER,DOM,N1-3,Y_GE65,NR,RO	1844259 	1982799 	1999042 	2041810 	2106867 	2170709 	2215449 	2567621 	1259060 	2409115 	2519339 	2698935 
A,PER,DOM,N1-3,Y_GE65,NR,RS	: 	: 	: 	: 	: 	: 	44321 u	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_GE65,NR,SE	: 	: 	6203232 	7269739 	7279816 	8272763 	7470185 	7558070 	11508578 	14663118 	17735699 	: 
A,PER,DOM,N1-3,Y_GE65,NR,SI	321768 	275502 	404973 	350236 	378381 	331600 	422483 	360660 	259218 	506546 	440254 	606011 
A,PER,DOM,N1-3,Y_GE65,NR,SK	249026 u	464432 b	652460 	898750 	1134330 	1266552 	1672286 	1977310 	843149 	754438 	1412374 	1794881 
A,PER,DOM,N1-3,Y_GE65,NR,UK	17862489 	18846988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_LT15,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1307536 
A,PER,DOM,N1-3,Y_LT15,NR,CH	: u	1301883 u	1032409 u	1293342 u	953174 u	1216484 	1452648 	795630 u	730503 u	1651863 u	1540809 u	: 
A,PER,DOM,N1-3,Y_LT15,NR,DK	: 	: 	233434 	: 	: 	: 	: 	: 	195832 u	285023 u	12387536 	: 
A,PER,DOM,N1-3,Y_LT15,NR,EA20	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PER,DOM,N1-3,Y_LT15,NR,ES	31944239 	32325059 	32202736 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,DOM,N1-3,Y_LT15,NR,EU27_2020	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PER,DOM,N1-3,Y_LT15,NR,NL	4204211 b	3585805 	3633804 	3462211 	: 	9822535 	8995367 	8918250 	6693440 	: 	: 	: 
A,PER,DOM,N_GE1,Y15-24,NR,AL	: 	: 	: 	: 	: 	2796021 	: 	2735866 	2675659 	: 	: 	: 
A,PER,DOM,N_GE1,Y15-24,NR,AT	4201778 	4600403 	3829713 	3469497 	4234128 	3691810 	4763156 	4381509 	3951544 	4283239 	5540877 	5059018 
A,PER,DOM,N_GE1,Y15-24,NR,BE	649615 u	1256935 	1067815 	1439835 	1402848 	1128296 b	1921322 	1609041 	1735575 	3092268 	1670473 	1611810 
A,PER,DOM,N_GE1,Y15-24,NR,BG	2471001 b	2773916 	1825248 	1387330 	1561870 	2979525 	2251804 	2022602 	1173322 	1535106 	1584005 	2242948 
A,PER,DOM,N_GE1,Y15-24,NR,CH	2999739 u	3240855 	2573583 	2307042 	3914481 	2592420 	1930099 u	4177096 	3933790 	3092855 	4082040 u	: 
A,PER,DOM,N_GE1,Y15-24,NR,CY	498740 b	313512 	418792 	261408 	270305 	211593 	167056 	185727 	282232 	269572 	358759 	329969 
A,PER,DOM,N_GE1,Y15-24,NR,CZ	11369954 	9347956 	10014562 	7764285 	7183629 	9152520 	7427335 	8436714 	7817625 	7703852 	8577502 	7533006 
A,PER,DOM,N_GE1,Y15-24,NR,DE	65478218 	72333057 	68764386 	76778168 	70010953 	68435182 	51804159 	68364290 	80438905 	57730234 	53340770 	51843606 
A,PER,DOM,N_GE1,Y15-24,NR,DK	10844849 	9606856 b	11570117 	9444885 	10535132 	8412400 	4197518 	10005817 	9456160 	4938082 	4394844 	3673641 
A,PER,DOM,N_GE1,Y15-24,NR,EA20	345638067 	357872538 	332822183 	268330383 	272920865 	311838319 	288598780 	287528662 	239836034 	241431781 	218266271 	264621344 
A,PER,DOM,N_GE1,Y15-24,NR,EE	1042548 	673521 	1188820 	999934 	1224747 	1138069 	1360989 	1177678 	743021 	942802 	802314 	1024324 
A,PER,DOM,N_GE1,Y15-24,NR,EL	6445358 	6083224 	6385716 	5409720 	5256749 	6034227 	7096671 	6198946 	7264991 	7094246 	6780692 	6281794 
