freq,purpose,duration,c_dest,expend,statinfo,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	31.25 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,NL	153.05 bu	76.06 u	123.72 u	84.01 u	89.96 u	120.49 u	88.58 u	102.12 	125.90 u	64.47 u	108.44 	94.74 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,NO	: 	70.06 	78.32 	94.38 	89.49 	128.59 	107.62 	: 	: 	97.07 	145.28 	118.78 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,PL	49.97 	34.25 	31.27 b	30.16 	32.17 	31.44 	32.49 	34.38 	42.07 	30.60 	36.74 	44.07 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,PT	18.11 	11.63 	25.25 	26.05 	30.66 	31.42 	32.36 	37.93 	27.67 	31.98 	34.99 	46.54 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,RO	13.50 	15.54 	14.45 	16.78 	16.72 	19.77 	21.14 	25.45 	31.61 	31.52 	43.25 	44.53 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,SE	: 	: 	51.65 	53.72 	43.60 	167.14 	116.87 	132.40 	83.83 	84.47 	91.10 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	58.14 u	: u	115.76 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_NGT,EUR,UK	: @C	78.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	382.15 	: 	423.56 u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,AT	487.08 	426.76 	548.33 	508.66 	642.91 	700.83 	585.86 	521.94 	538.41 	610.27 	741.74 	877.85 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,BE	252.16 u	: u	: u	513.14 u	: u	: u	: u	444.56 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,BG	: u	121.12 u	: u	: u	285.18 u	: u	238.02 u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,CZ	208.18 u	157.00 	153.06 u	288.53 u	187.54 u	289.76 u	223.86 u	260.43 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,DE	562.87 	680.68 	591.71 	821.29 	545.29 	534.47 	633.98 	753.50 	582.51 	752.91 	697.11 	711.00 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,DK	608.09 u	269.51 bu	: u	544.40 	426.22 	872.10 	856.59 	467.44 	: u	341.98 u	678.67 u	252.18 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,EA20	431.25 	498.90 	486.71 	655.18 	521.54 	526.17 	580.51 	605.60 	539.83 	612.68 	632.80 	679.86 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,EE	: u	128.15 u	220.68 u	186.17 u	250.23 u	228.95 u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,EL	301.82 	479.73 	443.45 	439.79 	429.16 	485.11 	593.19 	517.37 	510.89 	784.59 	594.18 	715.97 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,ES	238.30 	251.07 	251.96 	485.45 b	590.64 	570.12 	542.49 	547.18 	558.95 	605.70 	677.25 	663.37 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,EU27_2020	419.66 e	473.17 e	469.95 	620.64 	496.35 	563.91 	568.75 	590.84 	522.42 	586.91 	618.99 	662.50 e
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,FI	568.32 b	601.68 	517.42 	621.88 	594.23 	558.51 	495.11 	501.32 	561.27 	419.69 	651.54 	673.57 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,FR	435.22 b	490.31 	523.18 	555.90 	482.95 	478.12 	577.94 	501.77 	493.67 	495.64 	582.57 	639.43 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,HR	238.51 	295.28 	276.24 	470.22 u	411.42 	507.24 	364.62 	510.38 	467.88 u	490.97 u	884.37 u	740.48 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,HU	113.04 	114.39 u	106.08 u	126.14 u	128.63 u	105.55 u	154.02 u	: u	: u	: u	: u	187.38 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,IE	451.45 u	530.94 u	426.64 	596.93 u	601.97 u	941.90 u	530.57 u	259.97 u	385.51 u	: u	643.90 u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,IT	650.10 	712.58 	317.65 b	418.35 	467.26 	646.89 u	535.00 	520.09 	501.88 u	634.79 	493.92 	695.38 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,LT	40.56 	83.87 	88.17 	142.75 	124.84 	177.23 	128.38 	104.97 	96.52 u	75.30 u	86.38 	197.73 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,LU	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,LV	62.60 u	117.16 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	182.82 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,NL	712.30 bu	384.61 u	571.25 u	644.61 u	771.79 u	1049.98 u	575.62 u	990.82 	1625.11 u	748.23 u	856.38 	909.30 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,NO	: 	636.45 	706.07 	787.27 	717.01 	891.42 	952.63 	: 	: 	813.41 	991.43 	830.87 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,PL	371.29 	287.48 	290.60 b	350.27 	298.46 	293.90 	296.66 	338.84 	385.22 	378.87 	435.84 	459.15 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,PT	133.94 	97.02 	228.33 	173.28 	217.78 	228.89 	281.32 	301.82 	253.09 	258.92 	312.96 	348.95 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,RO	171.86 	180.05 	156.85 	164.71 	164.79 	184.76 	193.66 	240.72 	257.27 	279.85 	357.51 	364.70 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,SE	: 	: 	426.96 	445.48 	359.00 	1157.00 	624.42 	761.94 	490.01 	483.45 	635.84 	: 
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	339.51 u	: u	577.13 u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,AVG_TRP,EUR,UK	: @C	444.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	57238316 	: 	9784484 u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,AT	111739968 	94959846 	140802808 	167128144 	215689450 	202239018 	162789058 	146638762 	97444267 	127871369 	175220331 	382310925 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,BE	21673045 u	: u	: u	12054972 u	: u	: u	: u	23625720 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,BG	: u	6235323 u	: u	: u	8394619 u	: u	6930460 u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,CZ	20759627 u	29085582 	20499833 u	19771081 u	25468446 u	33463125 u	22892856 u	26929464 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,DE	3290193206 	3820238659 	3970867935 	5395002863 	3711055089 	2921333923 	3873919238 	4582375449 	1755013482 	3782322781 	3566259797 	4390308754 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,DK	44379781 u	37333833 bu	: u	138088201 	93780555 	259573693 	363741553 	161126378 	: u	63195385 u	102349969 u	33085546 u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,EA20	8063872862 	8072835882 	7954086087 	8910926864 	7675573467 	7385850396 	8809478996 	8980016624 	4941923218 	7648707874 	8176162538 	9020379521 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,EE	: u	2142608 u	6441284 u	7941987 u	14393525 u	9494800 u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,EL	29954873 	45122235 	50184563 	38162861 	52568905 	36582622 	27555615 	47566660 	23336667 	35368080 	43425533 	29215832 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,ES	1124766461 	843349911 	625026333 	513118427 b	946880799 	765208458 	748350561 	656326713 	373442787 	613150722 	718313799 	814563893 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,EU27_2020	9003734110 e	8742202631 e	8471305139 	9487365627 	8221232629 	9433239552 	10080955251 	10197788540 	5701220019 	8398087863 	9646923181 	10600207043 e
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,FI	213175676 b	158781170 	156362257 	182639174 	248009429 	204748334 	197357594 	243630767 	259395542 	166761346 	320558534 	343910242 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,FR	2465000372 b	2576666260 	2534624109 	1933292011 	1839505891 	2401532513 	2779824812 	2342214145 	1896690063 	2214179282 	2637504760 	2259376767 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,HR	46322988 	55691102 	42281706 	64397545 u	45784596 	96137766 	47215588 	52028783 	21195937 u	40047990 u	77566592 u	79081693 u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,HU	18118152 	2995271 u	3010890 u	2367668 u	4967741 u	1888928 u	2627345 u	: u	: u	: u	: u	5393432 u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,IE	24063176 u	11396659 u	25113050 	11469049 u	19203181 u	24860133 u	16374465 u	9726753 u	13579738 u	: u	44551675 u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,IT	593709679 	359020538 	300419367 b	454020623 	386399290 	562454750 u	780123119 	608735785 	266692003 u	535480740 	367726470 	446812951 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,LT	1180596 	1859597 	2332913 	3757705 	2885719 	3816021 	2795358 	1820730 	1955712 u	1618248 u	2028210 	4857999 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,LU	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,LV	3011734 u	4035045 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	597736 u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,NL	67780955 bu	28594616 u	40035331 u	32456191 u	77512421 u	97698496 u	54791375 u	117353155 	175861105 u	40097312 u	89281627 	93861872 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,NO	: 	248800982 	446200945 	321695039 	377754793 	474130457 	554554565 	: 	: 	377887422 	929046600 	757206713 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,PL	503618786 	233680088 	101850741 b	117040935 	110635290 	127898073 	136383464 	156498076 	115288401 	145202845 	216834741 	230188264 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,PT	25393974 	32210944 	43582526 	53583279 	53579514 	43040327 	68368471 	90984778 	40528908 	40965228 	66826068 	89607945 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,RO	64434327 	73736323 	67043797 	85468799 	63706734 	89029788 	93532400 	123645942 	47986490 	86058986 	120968677 	124031527 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,SE	: 	: 	273615236 	209559269 	238705777 	1529031126 	645368176 	742720742 	544012494 	429942569 	999207586 	: 
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	10613180 u	: u	16680641 u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,PROF,N_GE4,DOM,TOTXDUR,TOTAL,EUR,UK	: @C	1360911280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	1.31 	: 	1.04 u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,AT	12.13 	11.50 	14.40 	13.68 	19.00 	16.72 	16.51 	16.07 	10.76 	19.47 	21.23 	26.93 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,BE	5.28 u	: u	: u	8.24 u	: u	: u	: u	9.34 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,BG	: u	4.05 u	: u	: u	3.68 u	: u	4.03 u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,CZ	6.79 u	5.84 	9.43 u	8.15 u	8.02 u	9.73 u	5.69 u	7.86 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,DE	30.00 	29.24 	26.21 	49.81 	26.94 	20.30 	27.17 	27.20 	18.48 	15.89 	23.73 	33.78 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,DK	14.69 u	3.96 bu	: u	20.09 	9.48 	37.91 	43.93 	19.67 	: u	2.04 u	4.03 u	5.97 u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,EA20	16.98 	17.81 	17.29 	31.84 	20.36 	19.19 	22.65 	20.99 	15.68 	17.12 	21.76 	25.14 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,EE	: u	8.38 u	8.51 u	5.58 u	6.50 u	11.38 u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,EL	4.06 	5.37 	3.97 	5.49 	4.02 	7.14 	9.76 	12.37 	13.84 	8.05 	18.57 	22.76 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,ES	5.48 	5.45 	4.89 	19.36 b	20.19 	23.23 	24.97 	22.39 	14.93 	24.00 	23.61 	24.73 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,EU27_2020	15.89 e	15.90 e	16.34 	28.98 	18.46 	20.45 	22.29 	20.66 	15.51 	16.47 	20.70 	24.01 e
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,FI	17.82 b	20.83 	13.68 	22.20 	17.45 	20.39 	20.03 	19.96 	9.09 	12.32 	18.41 	21.38 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,FR	14.42 b	15.99 	15.75 	16.78 	14.76 	16.89 	18.98 	17.33 	16.67 	20.25 	22.18 	20.51 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,HR	8.90 	6.41 	4.39 	8.02 u	18.39 	10.74 	11.18 	14.82 	12.18 u	10.93 u	37.77 u	21.11 u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,HU	2.92 	2.74 u	7.63 u	2.15 u	4.45 u	1.42 u	4.55 u	: u	: u	: u	: u	6.91 u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,IE	13.51 u	12.99 u	12.53 	11.01 u	13.50 u	12.77 u	8.91 u	7.16 u	6.06 u	: u	13.59 u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,IT	30.50 	23.38 	13.42 b	16.31 	16.45 	32.82 u	26.50 	15.56 	12.90 u	15.59 	14.89 	13.83 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,LT	2.50 	2.58 	1.56 	2.95 	2.34 	1.86 	3.18 	3.39 	2.81 u	3.68 u	3.67 	4.13 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,LU	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,LV	4.25 u	4.38 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	1.63 u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,NL	29.28 bu	11.83 u	13.84 u	17.07 u	15.77 u	10.45 u	9.11 u	6.79 	8.83 u	5.25 u	12.57 	9.48 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,NO	: 	21.66 	28.91 	36.74 	34.78 	48.61 	44.55 	: 	: 	27.83 	44.95 	33.39 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,PL	14.12 	5.67 	5.83 b	6.09 	5.85 	6.14 	5.60 	7.38 	7.10 	5.05 	7.00 	7.88 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,PT	3.99 	2.60 	4.73 	4.19 	6.03 	7.80 	5.94 	7.22 	5.52 	5.79 	6.61 	7.91 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,RO	1.50 	3.07 	3.00 	3.77 	3.71 	3.78 	4.34 	4.55 	4.09 	4.04 	6.95 	6.88 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,SE	: 	: 	12.60 	20.91 	7.04 	45.61 	35.00 	41.30 	21.36 	26.77 	25.98 	: 
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	7.90 u	: u	9.98 u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_NGT,EUR,UK	: @C	16.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	15.17 	: 	28.98 u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,AT	92.62 	84.41 	110.32 	95.13 	124.51 	133.99 	104.06 	103.71 	98.22 	135.22 	149.05 	190.54 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,BE	38.13 u	: u	: u	39.33 u	: u	: u	: u	56.48 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,BG	: u	32.00 u	: u	: u	35.55 u	: u	39.49 u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,CZ	42.61 u	29.76 	41.23 u	44.17 u	37.93 u	50.97 u	34.87 u	39.87 u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,DE	173.79 	187.16 	185.73 	352.77 	169.46 	137.52 	163.35 	194.29 	130.62 	162.86 	168.69 	182.97 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,DK	128.86 u	98.97 bu	: u	137.23 	50.98 	280.15 	291.22 	112.81 	: u	18.92 u	39.12 u	31.40 u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,EA20	109.75 	119.18 	128.74 	230.30 	136.42 	133.96 	147.81 	148.30 	116.12 	139.61 	148.49 	162.90 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,EE	: u	50.06 u	61.70 u	48.39 u	51.98 u	59.48 u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,EL	92.09 	105.16 	90.26 	92.39 	79.49 	115.15 	107.81 	121.12 	148.76 	124.07 	168.20 	183.63 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,ES	35.00 	33.68 	34.44 	129.22 b	140.48 	154.76 	149.30 	134.83 	129.35 	161.07 	170.68 	164.44 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,EU27_2020	106.70 e	112.19 e	123.50 	215.58 	126.73 	145.25 	147.13 	146.60 	112.99 	134.16 	145.99 	160.12 e
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,FI	127.41 b	134.41 	101.49 	138.38 	96.47 	132.21 	99.78 	98.17 	89.26 	90.19 	120.47 	133.31 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,FR	99.42 b	110.95 	118.23 	126.36 	101.62 	120.79 	137.24 	122.70 	112.95 	121.01 	138.33 	146.90 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,HR	64.07 	60.55 	70.02 	89.03 u	146.06 	112.82 	86.71 	176.96 	95.25 u	94.87 u	212.38 u	205.32 u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,HU	24.64 	15.15 u	40.59 u	15.76 u	29.01 u	8.43 u	23.67 u	: u	: u	: u	: u	35.08 u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,IE	63.64 u	69.30 u	65.90 	74.61 u	70.63 u	82.14 u	44.48 u	32.23 u	45.38 u	: u	94.78 u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,IT	196.41 	164.99 	103.13 b	113.80 	109.83 	197.19 u	183.69 	119.55 	99.00 u	147.48 	109.95 	139.24 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,LT	13.04 	19.31 	9.56 	19.91 	15.86 	13.21 	21.60 	18.64 	12.24 u	18.26 u	17.88 	24.14 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,LU	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,LV	23.36 u	30.62 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	9.53 u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,NL	136.27 bu	59.84 u	63.92 u	131.00 u	135.30 u	91.06 u	59.19 u	65.91 	113.93 u	60.90 u	99.27 	90.97 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,NO	: 	196.79 	260.60 	306.49 	278.69 	336.99 	394.39 	: 	: 	233.22 	306.72 	233.53 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,PL	104.92 	47.61 	54.14 b	70.70 	54.30 	57.44 	51.16 	72.77 	65.05 	62.48 	83.08 	82.07 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,PT	29.53 	21.69 	42.74 	27.89 	42.84 	56.79 	51.68 	57.44 	50.52 	46.86 	59.10 	59.32 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,RO	19.13 	35.59 	32.57 	37.00 	36.54 	35.35 	39.76 	43.01 	33.30 	35.90 	57.44 	56.35 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,SE	: 	: 	104.17 	173.41 	58.00 	315.72 	186.99 	237.67 	124.83 	153.23 	181.36 	: 
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	46.12 u	: u	49.76 u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,PROF,N_GE4,DOM,TRA,AVG_TRP,EUR,UK	: @C	94.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PROF,N_GE4,DOM,TRA,TOTAL,EUR,AL	: 	: 	: 	: 	: 	2271714 	: 	669373 u	: u	: 	: 	: 
