freq,c_dest,purpose,duration,sex,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,DOM,PER,N_GE1,M,NR,SE	: 	: 	11703725 	13697528 	14016027 	14812982 	13712844 	14779859 	23403096 	23513861 	25748950 	: 
A,DOM,PER,N_GE1,M,NR,SI	1048264 	980003 	852444 	720381 	735671 	714519 	996983 	759403 	643248 	1509765 	1273857 	1651378 
A,DOM,PER,N_GE1,M,NR,SK	1705621 	1956795 b	1606703 	2190088 	2705051 	3238857 	2720428 	3179518 	1747627 	2363621 	3545755 	3520447 
A,DOM,PER,N_GE1,M,NR,UK	42532904 	42322073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,T,NR,AL	: 	: 	: 	: 	: 	3265076 	: 	4138649 	2885810 	: 	: 	: 
A,DOM,PER,N_GE1,T,NR,AT	9015192 	9682051 	9573164 	9197692 	10063508 	9848564 	10600577 	11130760 	9377351 	9575501 	12691914 	12713939 
A,DOM,PER,N_GE1,T,NR,BE	2485447 	2574641 	2202277 	3133218 	2820302 	2950834 b	3575837 	3885050 	3307409 	5231677 	4458077 	4569951 
A,DOM,PER,N_GE1,T,NR,BG	3006110 b	3259295 	3012004 	2430637 	2874771 	4570877 	4011329 	3696975 	2236618 	2905574 	3329662 	3579469 
A,DOM,PER,N_GE1,T,NR,CH	6225061 	6820128 	6312438 	6068426 	5986118 	6378939 	6024762 	6157354 	6984066 	7329393 	6827685 	: 
A,DOM,PER,N_GE1,T,NR,CY	1336115 b	1263806 	1272010 	1281176 	1359130 	1383643 	1554102 	1615335 	1687270 	1859997 	1663520 	1534148 
A,DOM,PER,N_GE1,T,NR,CZ	25986952 	24304012 	26196815 	23287272 	26055631 	28156048 	26333712 	26713605 	20410535 	22318665 	25512862 	19683158 
A,DOM,PER,N_GE1,T,NR,DE	130076882 	130818258 	123741073 	135503132 	132778475 	121708947 	128567763 	129706082 	93113952 	111164786 	111744238 	122765534 
A,DOM,PER,N_GE1,T,NR,DK	20437399 	22215862 b	22904453 	22821994 	20455167 	17083300 	9779548 	16770766 	16300297 	12059300 	10957040 	10312845 
A,DOM,PER,N_GE1,T,NR,EA20	579512541 	568441605 	557579361 	555510245 	565069737 	575520577 	590825941 	585512956 	421562846 	530471342 	565199674 	583461953 
A,DOM,PER,N_GE1,T,NR,EE	1603942 	1556379 	2256060 	2382651 	2826552 	2870377 	3953918 	3075386 	1945581 	2060150 	2386289 	2872860 
A,DOM,PER,N_GE1,T,NR,EL	6257327 	4615278 	5340341 	4841429 	4590494 	5296423 	5523864 	4941570 	4331617 	4707635 	5801776 	5750698 
A,DOM,PER,N_GE1,T,NR,ES	115084699 	113318596 	110258727 	118297495 b	125026932 	131951376 	132197448 	130466828 	72183172 	103596697 	119294004 	124108495 
A,DOM,PER,N_GE1,T,NR,EU27_2020	721869246 e	709255340 e	698792606 	697146770 	710881451 	728328097 	734698713 	740304882 	560391400 	682914507 	734093029 	752494637 e
A,DOM,PER,N_GE1,T,NR,FI	26771129 b	26527497 	25208829 	25721202 	25928616 	26383669 	25680851 	25730325 	21376797 	27733046 	24554786 	21382100 
A,DOM,PER,N_GE1,T,NR,FR	181517827 	181318156 	181739243 	161944418 	158642404 	171703705 	169898972 	167416819 	138761656 	170750325 	182848255 	188622147 
A,DOM,PER,N_GE1,T,NR,HR	5111093 	5350704 	4623508 	3587698 	2546275 	2552192 	2773051 	3299734 	2356500 	3020049 	2896371 	3274482 
A,DOM,PER,N_GE1,T,NR,HU	13990742 	11608394 	12258070 	12300783 	11778710 	11872352 	11688652 	11772996 	7390621 	8318439 	10387963 	10588615 
A,DOM,PER,N_GE1,T,NR,IE	6108903 	6194266 	6450941 	6522160 	6828674 	7150319 	8131211 	8572179 	5842327 	4286713 	9997559 	9226521 
A,DOM,PER,N_GE1,T,NR,IT	43131050 	36476703 	37222958 b	35319955 	42018881 	40828133 	47342452 	41739584 	26968451 	29920509 	35009014 	32460371 
A,DOM,PER,N_GE1,T,NR,LT	2204661 	2271439 	2316241 	2321616 	2217373 	2204722 	2309271 	2455569 	2132238 	2724561 	3157715 	3432288 
A,DOM,PER,N_GE1,T,NR,LU	43172 	52594 	25440 	20128 	17905 u	32758 	35329 	28524 	136492 	147815 	157817 	190008 
A,DOM,PER,N_GE1,T,NR,LV	3635701 	3014573 	3172774 	2885025 	3018022 	2860265 	2529767 	2467149 	1328766 	2359927 	2765136 	2853940 
A,DOM,PER,N_GE1,T,NR,ME	: 	: 	: 	: 	879042 	840169 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	164557 	208502 	206566 	: 	: 
A,DOM,PER,N_GE1,T,NR,MT	200378 	184940 	195981 b	200523 	303068 	253037 	238144 	227087 	350349 	374465 	356998 	429382 
A,DOM,PER,N_GE1,T,NR,NL	27526206 b	24795926 	23930647 	23190661 	23476507 	23132997 	22227331 	23001935 	20040720 	30399210 	20505457 	20939844 
A,DOM,PER,N_GE1,T,NR,NO	: 	9600572 	11665409 	10692386 	10819903 	11390699 	15715482 	: 	: 	18564384 	18378468 	17914864 
A,DOM,PER,N_GE1,T,NR,PL	38586107 	38986942 	37125204 b	38594696 	42136806 	44283457 	46025075 	48286746 	37273362 	44842585 	49956185 	50248366 
A,DOM,PER,N_GE1,T,NR,PT	11845548 	12663903 	12163810 	12971180 	13163262 	14507722 	14912948 	16507381 	10956352 	12973167 	15588157 	16026892 
A,DOM,PER,N_GE1,T,NR,RO	15639388 	16223234 	15832902 	15058724 	15715863 	16208095 	16577475 	17186651 	11014763 	16052660 	16414569 	19090066 
A,DOM,PER,N_GE1,T,NR,RS	: 	: 	: 	: 	: 	: 	859890 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,T,NR,SE	: 	: 	23883797 	27142419 	26794765 	30633391 	29456981 	30364188 	44202358 	45945943 	52335074 	: 
A,DOM,PER,N_GE1,T,NR,SI	1974899 	1922972 	1795116 	1452035 	1619148 	1720582 	1878491 	1590073 	1203862 	3049090 	2567352 	3251593 
A,DOM,PER,N_GE1,T,NR,SK	3582368 	3838923 b	4090223 	4736851 	5824208 	6180313 	6894612 	7655585 	4161984 	4536024 	6755240 	7056757 
A,DOM,PER,N_GE1,T,NR,UK	91533096 	89470707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,F,NR,AL	: 	: 	: 	: 	: 	417772 	: 	718873 	533823 	: 	: 	: 
A,DOM,PER,N_GE4,F,NR,AT	1715630 	1844187 	1559467 	1604279 	1691899 	1699434 	1682573 	1685520 	1645857 	1532442 	1612383 	1833352 
A,DOM,PER,N_GE4,F,NR,BE	553479 	471910 	423134 	471745 	635510 	398935 b	594990 	593935 	572249 	824615 	615116 	620311 
A,DOM,PER,N_GE4,F,NR,BG	542905 b	696442 	609989 	533098 	697086 	955572 	922882 	741188 	523272 	635236 	712112 	832094 
A,DOM,PER,N_GE4,F,NR,CH	1243780 	1202685 	1272419 	1153485 	1119645 	1223121 	1142152 	1119488 	1614835 	1524155 	1277957 	: 
A,DOM,PER,N_GE4,F,NR,CY	139276 b	183909 	190395 	111284 	136048 	120018 	127739 	139748 	134261 	142530 	163374 	150220 
A,DOM,PER,N_GE4,F,NR,CZ	3959368 	3836479 	4143802 	3793820 	4455198 	4258935 	4158508 	4559601 	3990548 	4009415 	4320722 	3695434 
A,DOM,PER,N_GE4,F,NR,DE	24884254 	24027941 	24636896 	24399899 	25242818 	23813025 	26467396 	23440181 	18375507 	22769382 	25755610 	24241776 
A,DOM,PER,N_GE4,F,NR,DK	1727329 	1535458 b	1905156 	1633971 	1733308 	1788952 	1848675 	2618137 	2491066 	1899688 	1431734 	1463723 
A,DOM,PER,N_GE4,F,NR,EA20	111881922 	109799718 	108982126 	104554675 	107328962 	107939767 	112808569 	107459839 	88145814 	107796129 	112600813 	109110928 
A,DOM,PER,N_GE4,F,NR,EE	165553 	105360 	130048 	134219 	138588 	151051 	140920 	155502 	140972 	155551 	145648 	147790 
A,DOM,PER,N_GE4,F,NR,EL	1895546 	1712809 	1983400 	1811436 	1739166 	2043911 	2103951 	1942591 	1677032 	1784736 	2139590 	2225477 
A,DOM,PER,N_GE4,F,NR,ES	16974211 	16856132 	16006753 	16101329 b	17672355 	18113939 	18108362 	18646270 	11416611 	16199650 	18047127 	19847405 
A,DOM,PER,N_GE4,F,NR,EU27_2020	134529185 e	132894892 e	131909423 	127006876 	131282069 	133704673 	139073222 	135880746 	112121469 	134747809 	142157061 	139087949 e
A,DOM,PER,N_GE4,F,NR,FI	2801089 b	2841549 	2796672 	2857865 	2941052 	2821919 	3111350 	2767118 	3441399 	4308602 	3724602 	3329443 
A,DOM,PER,N_GE4,F,NR,FR	43076913 	43330191 	43307274 	39493476 	38206315 	39861230 	40112484 	37608196 	34919700 	40288105 	41632242 	38019658 
A,DOM,PER,N_GE4,F,NR,HR	1119101 	1000601 	963820 	862370 	624495 	753117 	691511 	872496 	611173 	725567 	689171 	900842 
A,DOM,PER,N_GE4,F,NR,HU	2004282 	1839693 	1834805 	1745334 	1638605 	1568748 	1620795 	1688421 	1118275 	1244104 	1317634 	1445480 
A,DOM,PER,N_GE4,F,NR,IE	599915 	680643 	622356 	614323 	647308 	630912 	707350 	749456 	709942 	546395 	914034 	778108 
A,DOM,PER,N_GE4,F,NR,IT	10470426 	9698485 	9481617 b	9264117 	10436619 	10416759 	11570314 	10590355 	7513233 	9536060 	9647077 	9215437 
A,DOM,PER,N_GE4,F,NR,LT	213020 	284939 	242142 	226345 	215512 	219351 	227210 	229591 	206953 	218544 	227900 	281782 
A,DOM,PER,N_GE4,F,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	12642 u	13445 u	22296 	17193 u
A,DOM,PER,N_GE4,F,NR,LV	236658 	206744 	264043 	184180 	164576 	177512 	160364 	206097 	165159 	203097 	180796 	199533 
A,DOM,PER,N_GE4,F,NR,ME	: 	: 	: 	: 	162340 	140514 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	41307 	34381 	39707 	: 	: 
A,DOM,PER,N_GE4,F,NR,MT	17312 u	: u	13922 b	15994 	21112 	19436 	21131 	15108 	34360 	34435 	36187 	32678 
A,DOM,PER,N_GE4,F,NR,NL	4176294 b	3644051 	3586172 	3503888 	3821076 	3587365 	3437474 	3688216 	3604734 	5116503 	3576716 	3581956 
A,DOM,PER,N_GE4,F,NR,NO	: 	1626755 	1969093 	1740327 	1529712 	2012413 	2071691 	: 	: 	3113292 	2950140 	2828231 
A,DOM,PER,N_GE4,F,NR,PL	8059747 	8801675 	8278688 b	8578556 	9440967 	9798172 	10201320 	10757263 	8445706 	10172462 	11356521 	11105613 
A,DOM,PER,N_GE4,F,NR,PT	1719932 	2085156 	1734845 	1924160 	1814711 	2082300 	2124085 	2459230 	2061248 	2388653 	2359576 	2381615 
A,DOM,PER,N_GE4,F,NR,RO	2878539 	2979808 	2795958 	2514515 	2603464 	2554879 	2757172 	3085311 	1930010 	2751080 	2789037 	3340465 
A,DOM,PER,N_GE4,F,NR,RS	: 	: 	: 	: 	: 	: 	204921 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,F,NR,SE	: 	: 	3358899 	3652909 	3384478 	4839648 	4755300 	4970986 	5476778 	6239694 	7628487 	: 
A,DOM,PER,N_GE4,F,NR,SI	200728 	192909 	198534 	158205 	220708 	199139 	172999 	195611 	190032 	335968 	258505 	285503 
A,DOM,PER,N_GE4,F,NR,SK	920104 	618664 b	838694 	812954 	954515 	825936 	1242284 	1471836 	712750 	671849 	852864 	1020850 
A,DOM,PER,N_GE4,F,NR,UK	14308871 	13482070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,M,NR,AL	: 	: 	: 	: 	: 	399937 	: 	603530 	495400 	: 	: 	: 
A,DOM,PER,N_GE4,M,NR,AT	1522451 	1523055 	1304513 	1241799 	1489287 	1384475 	1556619 	1536135 	1443448 	1365108 	1579975 	1669255 
A,DOM,PER,N_GE4,M,NR,BE	442087 	431944 	343361 	425802 	486316 	376369 b	511172 	508684 	515352 	800837 	526721 	546376 
A,DOM,PER,N_GE4,M,NR,BG	521919 b	685142 	546151 	473244 	581512 	878458 	753264 	750980 	505191 	592638 	650424 	717368 
A,DOM,PER,N_GE4,M,NR,CH	1076161 	1167002 	1047007 	856645 	1029617 	1187457 	1149320 	1023756 	1294621 	1249876 	1278859 	: 
A,DOM,PER,N_GE4,M,NR,CY	122275 b	200094 	118830 	87299 	108969 	96515 	96884 	110587 	108117 	130975 	150965 	132020 
A,DOM,PER,N_GE4,M,NR,CZ	3398682 	3252450 	3524796 	3290121 	3898341 	3835474 	3676837 	3852580 	3645350 	3816649 	3738187 	3146897 
A,DOM,PER,N_GE4,M,NR,DE	20284564 	19440043 	18994622 	21568790 	20431322 	18832401 	19709770 	21884851 	17292691 	18122580 	18705247 	20051496 
A,DOM,PER,N_GE4,M,NR,DK	1367161 	1483998 b	1488105 	1691637 	1321643 	1456233 	1342323 	1812876 	1818665 	1415146 	1069090 	913422 
A,DOM,PER,N_GE4,M,NR,EA20	96240636 	95596798 	92383197 	90146593 	90564258 	90100730 	92545315 	93438127 	75513107 	87783260 	90695651 	93720992 
A,DOM,PER,N_GE4,M,NR,EE	84421 u	64546 	77991 	100695 	89052 u	120259 	128845 	127494 	73552 u	120412 	82760 u	120047 
A,DOM,PER,N_GE4,M,NR,EL	1702854 	1545012 	1760532 	1557464 	1514161 	1805974 	1898428 	1698280 	1491771 	1702273 	2019759 	2047783 
A,DOM,PER,N_GE4,M,NR,ES	14570910 	14404173 	14071850 	14251207 b	14938773 	15396758 	15607808 	15721564 	9941594 	13848135 	15851239 	16435946 
A,DOM,PER,N_GE4,M,NR,EU27_2020	116075629 e	115670932 e	111286026 	109576435 	111007223 	113129983 	114905660 	117859181 	97898643 	113395942 	117168302 	119997048 e
A,DOM,PER,N_GE4,M,NR,FI	2486702 b	2466066 	2342507 	2362667 	2349429 	2365488 	2289149 	2331658 	3183428 	3770532 	3224365 	2644140 
A,DOM,PER,N_GE4,M,NR,FR	37350080 	38296566 	38232420 	33717298 	33294908 	32830372 	33081328 	31725208 	27081993 	30717005 	31803771 	34031788 
A,DOM,PER,N_GE4,M,NR,HR	963901 	1180947 	796693 	866478 	603063 	566522 	699705 	674213 	499033 	790436 	761120 	686607 
A,DOM,PER,N_GE4,M,NR,HU	1582149 	1485694 	1417439 	1377114 	1352762 	1335796 	1400248 	1369454 	957632 	1037498 	1064901 	1204769 
A,DOM,PER,N_GE4,M,NR,IE	519395 	527642 	527062 	495798 	525694 	532124 	540400 	616564 	632361 	491156 	796569 	687535 
A,DOM,PER,N_GE4,M,NR,IT	9745806 	9162124 	8105541 b	7233358 	8625078 	9419000 	10078519 	9566061 	6815651 	8428165 	8826655 	8261764 
A,DOM,PER,N_GE4,M,NR,LT	190652 	213744 	215057 	201046 	192615 	183454 	189852 	185752 	165652 	176080 	178201 	164160 
A,DOM,PER,N_GE4,M,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	12392 u	18298 	17426 u	20071 u
A,DOM,PER,N_GE4,M,NR,LV	129666 	98295 	189220 	124088 	125753 	93179 u	98992 	99668 	90355 u	132550 	107855 	133240 
A,DOM,PER,N_GE4,M,NR,ME	: 	: 	: 	: 	189658 	156933 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	39944 	27956 	41612 	: 	: 
A,DOM,PER,N_GE4,M,NR,MT	17431 u	: u	16140 b	15223 	22893 	22538 	20218 	22216 	34451 	44253 	32083 	38167 
A,DOM,PER,N_GE4,M,NR,NL	3694832 b	3612035 	3319962 	3529767 	3460633 	3373833 	3488156 	3658842 	3795038 	4241447 	2920667 	2927286 
A,DOM,PER,N_GE4,M,NR,NO	: 	1406493 	1521568 	1453988 	1748236 	1544271 	1826640 	: 	: 	2849881 	2602090 	2542312 
A,DOM,PER,N_GE4,M,NR,PL	6972403 	7414179 	6394431 b	6720582 	7261812 	7752994 	8141203 	8811753 	7227883 	9043180 	9839491 	9591436 
A,DOM,PER,N_GE4,M,NR,PT	1468558 	1702974 	1399236 	1589190 	1484152 	1676705 	1628033 	1887873 	1672695 	1915657 	1935520 	1957245 
A,DOM,PER,N_GE4,M,NR,RO	3141926 	2958910 	2776471 	2516266 	2661084 	2641545 	2869351 	3172671 	2093714 	2884981 	2892797 	3043754 
A,DOM,PER,N_GE4,M,NR,RS	: 	: 	: 	: 	: 	: 	194555 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,M,NR,SE	: 	: 	2755436 	3360879 	3365810 	5128753 	4177118 	4650740 	6137100 	6822591 	7217762 	: 
A,DOM,PER,N_GE4,M,NR,SI	170216 	162072 	124531 	165997 	143602 	104783 	145298 	145819 	207390 	303084 	274139 	235099 
A,DOM,PER,N_GE4,M,NR,SK	771271 	553732 b	439807 	606828 	676649 	914242 	772898 	934341 	456146 	664277 	900611 	930967 
A,DOM,PER,N_GE4,M,NR,UK	11128202 	11061489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,T,NR,AL	: 	: 	: 	: 	: 	817709 	: 	1322403 	1029223 	: 	: 	: 
A,DOM,PER,N_GE4,T,NR,AT	3238081 	3367242 	2863980 	2846079 	3181186 	3083908 	3239192 	3221655 	3089305 	2897550 	3192358 	3502607 
A,DOM,PER,N_GE4,T,NR,BE	995566 	903854 	766495 	897547 	1121826 	775304 b	1106161 	1102619 	1087600 	1625452 	1141837 	1166687 
A,DOM,PER,N_GE4,T,NR,BG	1064823 b	1381584 	1156140 	1006342 	1278598 	1834030 	1676146 	1492168 	1028463 	1227874 	1362536 	1549462 
A,DOM,PER,N_GE4,T,NR,CH	2319940 	2369686 	2319427 	2010130 	2149262 	2410578 	2291472 	2143244 	2909456 	2774031 	2556816 	: 
A,DOM,PER,N_GE4,T,NR,CY	261551 b	384003 	309224 	198583 	245017 	216533 	224623 	250335 	242378 	273506 	314339 	282240 
A,DOM,PER,N_GE4,T,NR,CZ	7358050 	7088929 	7668598 	7083940 	8353540 	8094409 	7835345 	8412181 	7635898 	7826064 	8058910 	6842330 
A,DOM,PER,N_GE4,T,NR,DE	45168818 	43467984 	43631518 	45968688 	45674140 	42645426 	46177166 	45325032 	35668198 	40891962 	44460857 	44293272 
A,DOM,PER,N_GE4,T,NR,DK	3094490 	3019456 b	3393261 	3325607 	3054951 	3245186 	3190998 	4431013 	4309731 	3314833 	2500824 	2377144 
A,DOM,PER,N_GE4,T,NR,EA20	208122559 	205396517 	201365324 	194701268 	197893220 	198040497 	205353884 	200897966 	163658921 	195579389 	203296464 	202831920 
A,DOM,PER,N_GE4,T,NR,EE	249974 	169906 	208038 	234914 	227640 	271311 	269764 	282996 	214523 	275963 	228408 	267837 
A,DOM,PER,N_GE4,T,NR,EL	3598400 	3257822 	3743932 	3368900 	3253327 	3849885 	4002378 	3640871 	3168803 	3487009 	4159349 	4273260 
A,DOM,PER,N_GE4,T,NR,ES	31545121 	31260305 	30078603 	30352536 b	32611128 	33510697 	33716170 	34367834 	21358205 	30047786 	33898367 	36283351 
A,DOM,PER,N_GE4,T,NR,EU27_2020	250604815 e	248565824 e	243195449 	236583312 	242289292 	246834656 	253978882 	253739928 	210020112 	248143751 	259325363 	259084997 e
A,DOM,PER,N_GE4,T,NR,FI	5287791 b	5307615 	5139179 	5220532 	5290481 	5187407 	5400499 	5098776 	6624827 	8079134 	6948967 	5973583 
A,DOM,PER,N_GE4,T,NR,FR	80426993 	81626757 	81539693 	73210774 	71501223 	72691602 	73193812 	69333404 	62001693 	71005110 	73436013 	72051446 
A,DOM,PER,N_GE4,T,NR,HR	2083001 	2181548 	1760512 	1728847 	1227558 	1319639 	1391216 	1546709 	1110206 	1516003 	1450291 	1587448 
A,DOM,PER,N_GE4,T,NR,HU	3586431 	3325387 	3252244 	3122448 	2991367 	2904544 	3021043 	3057875 	2075907 	2281602 	2382535 	2650249 
A,DOM,PER,N_GE4,T,NR,IE	1119309 	1208285 	1149419 	1110121 	1173003 	1163036 	1247749 	1366019 	1342302 	1037551 	1710603 	1465643 
A,DOM,PER,N_GE4,T,NR,IT	20216232 	18860608 	17587158 b	16497475 	19061696 	19835759 	21648833 	20156416 	14328883 	17964225 	18473732 	17477200 
A,DOM,PER,N_GE4,T,NR,LT	403672 	498683 	457199 	427391 	408127 	402804 	417063 	415343 	372606 	394624 	406100 	445942 
A,DOM,PER,N_GE4,T,NR,LU	: u	: u	: u	: u	: u	10218 u	7324 u	: u	25035 	31743 	39722 	37264 
A,DOM,PER,N_GE4,T,NR,LV	366324 	305039 	453263 	308269 	290329 	270690 	259357 	305764 	255514 	335647 	288651 	332774 
A,DOM,PER,N_GE4,T,NR,ME	: 	: 	: 	: 	351998 	297448 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	81250 	62338 	81319 	: 	: 
A,DOM,PER,N_GE4,T,NR,MT	34743 u	20752 u	30062 b	31217 	44005 	41975 	41349 	37324 	68811 	78688 	68271 	70844 
A,DOM,PER,N_GE4,T,NR,NL	7871127 b	7256086 	6906134 	7033655 	7281709 	6961197 	6925630 	7347058 	7399772 	9357950 	6497383 	6509242 
A,DOM,PER,N_GE4,T,NR,NO	: 	3033249 	3490660 	3194315 	3277948 	3556685 	3898331 	: 	: 	5963173 	5552230 	5370543 
A,DOM,PER,N_GE4,T,NR,PL	15032150 	16215854 	14673119 b	15299138 	16702779 	17551165 	18342523 	19569016 	15673590 	19215642 	21196012 	20697049 
A,DOM,PER,N_GE4,T,NR,PT	3188491 	3788130 	3134081 	3513351 	3298863 	3759005 	3752118 	4347103 	3733943 	4304310 	4295096 	4338859 
A,DOM,PER,N_GE4,T,NR,RO	6020465 	5938718 	5572429 	5030781 	5264548 	5196424 	5626524 	6257983 	4023724 	5636061 	5681834 	6384219 
A,DOM,PER,N_GE4,T,NR,RS	: 	: 	: 	: 	: 	: 	399476 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE4,T,NR,SE	: 	: 	6114335 	7013787 	6750288 	9968401 	8932419 	9621726 	11613878 	13062285 	14846249 	: 
A,DOM,PER,N_GE4,T,NR,SI	370944 	354981 	323065 	324202 	364311 	303922 	318298 	341431 	397422 	639052 	532644 	520602 
A,DOM,PER,N_GE4,T,NR,SK	1691375 	1172396 b	1278502 	1419782 	1631163 	1740178 	2015181 	2406178 	1168896 	1336127 	1753475 	1951817 
A,DOM,PER,N_GE4,T,NR,UK	25437073 	24543559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,F,NR,AL	: 	: 	: 	: 	: 	36637 	: 	65984 	: u	: 	: 	: 
A,DOM,PROF,N1-3,F,NR,AT	712724 	662954 	600784 	564931 	544279 	495170 	585834 	541420 	207072 	283310 	475088 	568350 
A,DOM,PROF,N1-3,F,NR,BE	95235 u	: u	15380 u	48106 u	33240 u	41157 bu	80893 u	63188 u	: u	: u	73027 u	78922 u
A,DOM,PROF,N1-3,F,NR,BG	24435 bu	53614 u	41836 u	41234 u	41205 u	53881 u	59830 u	49577 u	: u	: u	45656 u	: u
A,DOM,PROF,N1-3,F,NR,CH	: u	: u	96896 u	: u	: u	133784 u	155576 u	: u	: u	: u	: u	: 
A,DOM,PROF,N1-3,F,NR,CY	10619 bu	13257 u	: u	: u	: u	: 	: u	: u	: u	: u	: u	11377 u
A,DOM,PROF,N1-3,F,NR,CZ	221917 	209272 	229842 	168337 	257117 	187846 	224158 	191887 	: u	: u	144483 u	229812 
A,DOM,PROF,N1-3,F,NR,DE	6533307 	6090649 	6603174 	6649514 	7996513 	7092940 	6795187 	6996403 	3416920 	3835926 	4328517 	5152334 
A,DOM,PROF,N1-3,F,NR,DK	323945 	600067 b	391477 	602168 	448048 	581743 	531731 	733409 	: u	388324 	435657 	521305 
A,DOM,PROF,N1-3,F,NR,EA20	18115861 	16210226 	16537379 	15361111 	17218314 	19423648 	18979691 	18875746 	9382679 	10990340 	15359622 	16670999 
A,DOM,PROF,N1-3,F,NR,EE	68399 	58400 	109787 	135391 	181660 	194924 	227952 	137581 	111636 	68118 u	89321 u	145928 
A,DOM,PROF,N1-3,F,NR,EL	38199 	47832 	57004 	65426 	65767 	29475 	34146 	47554 	10458 u	32451 u	38657 	33864 u
A,DOM,PROF,N1-3,F,NR,ES	1531780 	1337595 	1131265 	1089052 b	1179268 	1427529 	1460144 	1427074 	384798 	759169 	1281296 	1797794 
A,DOM,PROF,N1-3,F,NR,EU27_2020	21959854 e	20499122 e	19838308 	18175416 	20647979 	22500599 	21954018 	22218600 	10585394 	12624480 	19136592 	20881816 e
A,DOM,PROF,N1-3,F,NR,FI	1187148 b	1139546 	1124570 	1004144 	1194708 	1091110 	1026753 	1255036 	396188 	344951 	791163 	714862 
A,DOM,PROF,N1-3,F,NR,FR	4651594 	4297372 	4197561 	3636661 	3738173 	6358997 	5724926 	5827848 	3515354 	4274276 	5999516 	5593764 
A,DOM,PROF,N1-3,F,NR,HR	182968 	178922 	167304 	84543 	82437 	80081 	88436 	94235 	25526 u	40003 u	90516 	113299 
A,DOM,PROF,N1-3,F,NR,HU	124341 	143818 	86604 	87977 	77504 	79206 	103289 	88245 	53288 	38505 u	99697 	100706 
A,DOM,PROF,N1-3,F,NR,IE	112735 	122700 	129637 	142997 	137685 	180073 	179589 	186349 	70019 	35934 u	172297 	194801 
A,DOM,PROF,N1-3,F,NR,IT	1913317 	1095153 	1180887 b	659219 u	1027631 	1082973 	1407696 	873931 	559403 u	460759 u	810336 	754038 
A,DOM,PROF,N1-3,F,NR,LT	123742 	151999 	145355 	148950 	150198 	142588 	148040 	188793 	151804 	180388 	216558 	229404 
A,DOM,PROF,N1-3,F,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,F,NR,LV	40091 u	38041 u	: u	36997 u	: u	: u	: u	: u	: u	: u	31509 u	: u
A,DOM,PROF,N1-3,F,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,DOM,PROF,N1-3,F,NR,MT	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	4933 u
A,DOM,PROF,N1-3,F,NR,NL	383247 b	399082 	287173 	332577 	221537 	348781 	397714 	477394 	236731 	246481 	322743 	541308 
A,DOM,PROF,N1-3,F,NR,NO	: 	755612 	1033358 	816063 	1144146 	1052923 	910232 	: 	: 	521172 	1061735 	1112293 
A,DOM,PROF,N1-3,F,NR,PL	890124 	1036621 	338454 b	378380 	335183 	420957 	476896 	508466 	230215 	251685 	374523 	487509 
A,DOM,PROF,N1-3,F,NR,PT	192259 	225507 	291767 	336790 	281055 	317729 	375937 	360232 	181286 	238059 	375377 	399481 
A,DOM,PROF,N1-3,F,NR,RO	24809 u	55754 	53005 	87355 	77181 	88118 	40829 u	58322 	19810 u	37507 u	33190 u	38107 u
A,DOM,PROF,N1-3,F,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,F,NR,SE	: 	: 	2159711 	1448854 	2193426 	1665200 	1537594 	1712947 	691058 	839627 	2643764 	: 
A,DOM,PROF,N1-3,F,NR,SI	28107 u	33024 u	47289 	31930 u	41119 u	54897 u	64944 u	69506 u	: u	79728 	101010 	147592 
